0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
0,0,0,0,0,0,600,0,0,0
1,2,120,3,0,3,470,0,0,1
0,0,600,0,0,0,0,0,0,0
171,0,428,0,0,1,0,0,0,0
600,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,531,0,0,0
479,1,104,0,0,2,14,0,0,0
598,0,0,0,0,2,0,0,0,0
154,54,29,0,0,15,348,0,0,0
1,384,214,0,0,1,0,0,0,0
42,4,75,233,0,10,236,0,0,0
0,0,0,600,0,0,0,0,0,0
0,0,0,600,0,0,0,0,0,0
153,275,90,63,0,12,2,0,0,5
1,585,0,0,0,14,0,0,0,0
325,54,214,1,0,2,4,0,0,0
0,1,44,1,551,3,0,0,0,0
0,1,6,0,526,2,65,0,0,0
0,481,0,0,0,63,56,0,0,0
0,600,0,0,0,0,0,0,0,0
0,211,388,0,0,0,0,0,0,1
0,600,0,0,0,0,0,0,0,0
0,306,0,0,0,294,0,0,0,0
3,96,279,1,0,216,2,0,0,3
230,206,1,1,0,92,70,0,0,0
2,0,5,0,0,311,282,0,0,0
0,0,124,0,0,424,35,0,0,17
0,0,600,0,0,0,0,0,0,0
0,0,246,0,0,0,354,0,0,0
0,0,86,0,0,224,290,0,0,0
1,90,21,0,0,23,465,0,0,0
0,153,2,0,0,427,18,0,0,0
0,0,0,0,0,600,0,0,0,0
0,0,3,0,0,597,0,0,0,0
33,0,5,0,0,544,18,0,0,0
54,21,109,0,0,414,2,0,0,0
0,0,42,0,0,557,1,0,0,0
0,0,31,0,0,566,3,0,0,0
3,0,4,1,0,589,3,0,0,0
0,0,1,0,0,379,104,0,0,116
4,1,0,154,0,151,0,0,0,290
0,0,0,591,0,2,1,0,0,6
185,35,5,82,0,5,288,0,0,0
216,4,0,379,0,1,0,0,0,0
0,0,0,600,0,0,0,0,0,0
0,0,0,600,0,0,0,0,0,0
0,0,0,600,0,0,0,0,0,0
0,0,0,558,0,2,40,0,0,0
585,0,3,0,0,0,12,0,0,0
600,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0
141,1,2,301,0,8,147,0,0,0
0,0,0,600,0,0,0,0,0,0
0,0,202,396,0,2,0,0,0,0
0,0,600,0,0,0,0,0,0,0
0,0,600,0,0,0,0,0,0,0
0,0,600,0,0,0,0,0,0,0
0,0,600,0,0,0,0,0,0,0
0,0,600,0,0,0,0,0,0,0
0,0,600,0,0,0,0,0,0,0
0,0,600,0,0,0,0,0,0,0
0,0,600,0,0,0,0,0,0,0
0,0,600,0,0,0,0,0,0,0
0,0,600,0,0,0,0,0,0,0
0,0,600,0,0,0,0,0,0,0
0,0,600,0,0,0,0,0,0,0
2,130,79,3,0,13,370,0,1,2
1,0,44,0,0,3,552,0,0,0
600,0,0,0,0,0,0,0,0,0
411,3,16,168,0,1,1,0,0,0
168,37,8,6,0,2,73,117,189,0
