0,0,0,25,0,0,1,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0
4,0,0,239,0,0,3,0,0,0,0,61,0,2,0,0,0,47,2,1,0,0,0,0,33,0,0,0,0,1,121,0,0,0,0,0,0,7,0,0,76,0,1,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,43,0,1,0,184,1,0,0,123,0,119,0,0,0,0,0,0,0,0,0,119,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,78,1,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,94,0,0,0,0,0,20,1,0,0,0,0,162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,242,1,0,0,0
47,1,0,0,0,0,5,0,0,0,0,121,0,51,1,0,0,0,0,0,0,0,0,0,80,1,0,2,0,0,5,0,0,0,0,1,0,149,0,0,2,0,0,0,0,1,127,5,1,0
21,0,0,75,0,0,39,1,0,1,0,9,4,133,0,2,0,3,7,0,0,0,0,0,5,159,2,0,1,3,6,1,20,0,1,0,4,23,1,1,0,4,26,0,4,1,36,6,1,0
2,0,0,1,0,3,3,2,2,2,0,3,0,358,0,2,2,3,1,1,0,1,0,0,1,2,1,1,1,3,2,1,3,0,1,1,2,128,4,0,2,5,1,0,2,0,35,14,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,1,0,0,43,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0
0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,437,2,0,31,0,0,0,0,0,0,1,0,0,0,0,0,120,0,0,1
0,1,0,6,0,1,3,0,1,1,0,1,1,48,187,0,1,2,1,2,0,0,0,0,0,0,0,51,1,0,3,3,10,260,1,0,2,0,4,0,0,5,0,0,0,0,2,0,1,1
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,97,0,0,0,0,5,0,0,0,0,47,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,301,0,0,0,140,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,0,5,0,1,0,0,0,0,0,0,0,90,0,5,0,5,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,254,218,0,0,0,7,0,0,0,0,1,4,0,0
0,0,0,121,0,0,285,0,0,0,0,14,0,2,0,1,0,4,0,4,0,0,0,0,45,0,3,0,0,0,13,0,73,0,0,7,0,12,1,0,0,0,0,0,0,2,5,8,0,0
0,0,0,107,1,0,81,0,1,0,0,1,0,0,0,4,0,2,0,2,0,0,0,0,228,2,3,1,2,0,0,0,10,0,0,0,1,6,7,1,2,40,0,1,0,2,84,9,1,1
0,2,1,200,4,111,0,2,4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1,23,0,2,2,1,1,7,0,0,0,0,2,3,2,1,2,91,111,14,1,2
1,1,0,78,0,0,159,2,3,0,0,0,0,0,1,0,0,85,0,1,0,1,0,0,1,0,5,0,0,0,39,0,3,0,1,0,0,87,0,0,9,0,1,0,118,2,0,1,0,1
1,36,0,0,1,1,243,0,3,0,0,0,4,0,2,3,1,49,0,1,0,0,0,0,0,49,2,0,0,1,9,0,0,2,1,5,0,8,1,0,10,13,0,0,2,39,108,3,0,2
0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,3,0,579,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,3,0,4,0,0,0,0,410,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0,0,0,3,0,1,0,0,0,0,0,0,20,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,440,0,12,0,1,0,2,102,0,0,0,0,0,0,1,0,0,5,0,1
2,14,0,295,0,1,0,1,2,0,0,0,5,28,220,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6,0,1,2,2,6,0,0,1,0,0,0,2,1,0,5,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
