0.17087,0.47583,1,0.00036382,0.017094,0.00088623
0.41846,0.71549,0.34419,-0.0084869,0.0023813,0.008747
0.092048,0.69783,0.60329,-0.02706,-0.36036,0.078124
0.63238,1,0.6431,0.14047,-0.012285,0.00076046
0.58392,0,0,-0.058163,0.36818,-0.18639
0.58485,0.76092,0.50648,0.0030601,0.00020407,0.00072027
0.54958,0.57752,0.39228,0.11988,0.24938,-0.057439
1,0.86283,0.1777,-0.013952,-0.5196,0.034519
0.26612,0.37966,0.36529,0.0071962,-0.01812,0.015192
0.45076,0.60993,0.62341,-0.0026235,-0.0011636,0.0067393
0.94344,0.76937,0.30421,0.00055885,0.0073619,0.020594
0.61421,0.66376,0.33244,-0.0067265,0.0028875,-0.010749
0.31911,0.86187,0.48442,-0.015562,0.010698,0.025553
0.54354,0.69887,0.41243,0.00065177,0.00091505,-0.00083619
0.004531,0.78253,0.32979,-0.058668,0.35127,0.13331
0.75232,0.7908,0.49073,0.0068689,-0.0091903,-0.010743
0.80293,0.78397,0.024275,-0.023628,-0.01958,0.00057403
0.54179,0.64631,0.47096,-0.010208,-0.014528,-0.0068718
0.73938,0.59356,0.9139,0.0032826,0.0018764,-0.0073314
0.66412,0.68979,0.59901,-0.007457,0.0042729,-0.0072028
0.64932,0.8644,0.33674,-0.010975,0.0043169,-0.00856
0.044955,0.48851,0.038613,0.015775,0.0065277,-0.068006
0.49433,0.80163,0.41649,0.0086795,0.0088458,-0.0071782
0.7364,0.25154,0.34717,0.036872,-0.024379,0.020601
0,0.84249,0.36916,0.0030869,0.020031,-0.0054536
