0.3124,1,0.46065
0.43466,0.60643,0.3619
0.5084,0.51699,0.35902
0.40648,0.35555,0.5778
0.064422,0.53831,0.55842
0.5663,0.20523,0.42208
0.25251,0.77431,0.44222
0.63479,0,0.22978
0.56131,0.74833,0.27235
0.41548,0.76532,0.53636
0.46137,0.44332,0.48068
1,0.93443,1
0.49611,0.34023,0.44976
0.40965,0.42486,0.38991
0.33235,0.51055,0.42966
0.51955,0.59334,0.32217
0.51056,0.68356,0.33003
0.50124,0.9738,0.14403
0.50994,0.61056,0.47508
0.56293,0.6899,0.50094
0.51681,0.6055,0.33172
0.59792,0.44562,0.26002
0.92235,0.75984,0.12384
0.52233,0.59212,0.33128
0.60185,0.56217,0.35184
0.55592,0.54854,0.30335
0.50252,0.57462,0.34277
0.30757,0.55955,0.30498
0.44476,0.53234,0
0.51674,0.56707,0.33761
0.60009,0.5793,0.37774
0.22905,0.14935,0.55719
0.75746,0.46292,0.17781
0,0.74487,0.30785
0.71819,0.47736,0.3457
0.51004,0.58308,0.32263
0.47884,0.58407,0.35116
0.47971,0.45423,0.41051
0.44723,0.55718,0.23568
0.50399,0.72644,0.17583
0.3971,0.76574,0.2691
0.40566,0.65882,0.28511
0.65765,0.7009,0.16593
0.43654,0.58427,0.37401
0.53155,0.43718,0.33483
0.41208,0.72067,0.36881
0.36835,0.63237,0.42646
0.68723,0.45693,0.68975
0.55321,0.4551,0.3529
0.63088,0.50895,0.27616
