1,1,16,2,0,6,13,0,11,3,1,66,4,27,4,2,4,14,2,6,3,7,398,3,6
50,3,33,11,1,23,31,5,58,48,2,25,20,34,13,27,6,15,50,4,18,37,21,23,42
20,1,29,4,1,14,27,2,50,23,0,49,10,32,8,21,3,9,42,1,11,22,149,18,54
9,0,62,6,1,5,67,2,32,3,1,89,1,44,2,9,1,71,24,0,6,7,105,4,49
0,2,73,2,1,8,73,0,22,5,0,93,4,58,6,2,4,59,6,3,2,8,138,3,28
0,1,4,0,1,10,7,0,3,0,0,44,2,9,3,1,1,7,0,0,2,5,489,1,10
0,0,2,0,1,6,6,0,1,1,0,30,5,11,1,0,0,4,2,2,1,1,522,2,2
1,0,0,1,0,5,12,1,2,2,0,71,4,22,2,1,2,8,1,4,1,4,449,4,3
0,1,8,4,6,10,20,1,10,4,1,95,5,12,4,4,7,18,3,0,5,8,365,4,5
0,1,7,3,0,11,19,0,1,3,0,73,2,25,5,0,3,5,0,1,3,7,419,3,9
0,1,5,2,4,6,10,0,4,1,0,88,2,15,3,2,2,5,2,1,3,5,427,1,11
0,0,5,2,0,5,16,1,4,0,0,83,4,18,7,4,3,18,2,0,3,2,419,2,2
2,1,0,4,0,7,10,3,1,1,0,45,2,18,2,0,2,7,0,1,0,5,487,1,1
1,1,0,2,1,2,10,1,0,0,0,31,1,8,1,4,1,2,0,0,0,1,531,2,0
0,1,7,3,1,7,20,5,2,4,0,32,3,28,7,0,2,9,2,1,3,11,443,5,4
1,1,1,4,1,0,3,1,0,1,0,26,2,11,0,2,2,6,1,0,2,3,531,0,1
0,1,2,3,0,2,4,1,1,1,0,27,1,7,2,1,0,7,0,0,1,4,528,3,4
1,0,2,1,1,1,5,0,1,1,0,27,0,9,2,1,0,8,1,1,1,0,532,1,4
3,11,8,1,3,7,24,1,5,7,0,50,1,20,7,3,9,17,5,2,5,10,388,8,5
1,0,3,5,6,6,10,2,6,6,0,43,3,16,9,5,5,13,5,2,4,10,433,5,2
1,1,3,0,1,3,28,0,0,0,0,85,4,35,7,0,0,8,1,2,3,4,412,2,0
0,1,0,1,0,1,4,0,3,1,0,44,2,14,2,0,1,3,0,2,2,2,514,0,3
0,1,11,1,2,6,29,2,8,4,1,62,3,41,3,0,0,12,9,1,1,7,377,3,16
0,2,25,2,0,20,43,0,7,10,2,102,10,34,5,3,0,41,4,7,2,20,234,9,18
0,0,3,0,0,3,5,0,2,1,0,23,2,7,1,0,1,3,0,2,0,2,542,0,3
0,3,4,1,1,5,12,0,2,0,0,27,3,8,0,0,0,4,2,1,0,4,518,2,3
0,0,1,2,0,1,7,0,1,1,0,23,3,16,1,0,1,4,1,1,3,3,530,1,0
0,0,0,0,0,6,12,0,4,1,0,47,5,26,9,0,0,5,2,4,5,5,465,4,0
0,3,1,1,0,4,16,0,0,2,0,48,6,19,9,0,1,6,1,0,2,10,461,6,4
0,1,5,1,0,8,19,0,4,3,0,40,4,14,12,2,1,5,0,3,3,7,455,8,5
0,2,2,1,2,10,20,0,7,2,0,60,6,24,7,1,4,9,1,3,5,11,413,2,8
1,1,5,0,2,6,21,0,1,1,0,61,4,26,5,0,2,5,1,3,8,2,441,1,3
1,1,4,1,0,5,18,0,4,2,0,52,4,24,8,0,1,2,1,3,6,6,454,1,2
1,0,6,4,1,9,26,0,4,4,1,59,4,22,4,1,1,3,3,2,3,8,423,7,4
0,0,2,0,0,8,17,0,1,1,0,69,3,27,4,0,0,5,4,3,1,4,445,2,4
0,0,2,0,1,8,13,0,0,2,0,53,1,20,3,1,2,5,2,3,5,3,471,4,1
0,0,0,0,1,5,11,0,1,1,0,67,3,16,1,0,0,5,3,2,4,3,470,5,2
0,0,3,2,1,8,13,0,1,1,0,110,9,13,1,0,0,7,4,4,4,5,413,0,1
0,1,2,2,1,7,25,0,7,2,0,78,4,18,3,0,1,10,1,1,5,8,418,1,5
0,0,0,0,0,5,14,0,0,0,0,367,9,19,6,0,0,3,1,9,1,6,154,2,4
0,0,4,1,1,11,22,1,3,1,1,347,5,24,4,0,1,3,0,4,3,8,138,10,8
0,1,1,0,0,0,3,0,0,1,0,489,4,2,0,0,0,2,1,2,1,1,92,0,0
0,1,9,1,2,5,10,0,1,1,0,411,5,20,5,1,0,4,1,4,6,6,96,7,4
0,0,2,0,0,3,4,1,2,1,0,493,3,11,2,1,0,4,2,3,0,0,66,2,0
0,0,2,0,1,1,15,1,1,0,0,408,3,12,0,0,0,2,2,2,2,2,145,1,0
0,1,5,2,0,4,24,1,6,2,0,437,6,16,1,0,1,7,0,2,4,6,67,4,4
0,0,1,1,0,2,8,0,3,1,0,551,4,2,3,0,0,0,3,0,0,0,21,0,0
0,0,8,0,0,5,26,0,3,0,0,486,1,17,0,0,0,2,5,0,3,1,37,4,2
1,0,3,0,0,2,5,0,0,1,0,547,0,9,1,0,1,0,0,2,1,0,21,3,3
0,2,3,1,1,1,6,1,2,0,0,522,3,8,4,1,1,3,0,1,2,4,29,2,3
0,1,7,0,0,6,37,0,0,1,0,414,4,36,3,0,1,2,1,1,1,3,78,3,1
8,1,14,3,0,11,39,0,5,2,0,315,6,46,7,11,2,16,9,1,3,8,66,14,13
10,5,30,6,1,8,48,0,12,8,1,64,14,42,31,9,1,23,18,8,13,12,187,16,33
0,1,30,0,0,2,207,0,4,1,0,33,32,74,87,0,0,22,4,2,1,1,36,21,42
4,7,18,2,5,15,39,5,17,3,0,88,5,35,8,4,4,21,7,1,4,18,241,10,39
0,3,25,1,0,18,20,1,5,6,0,105,4,36,11,0,4,24,3,0,3,9,308,7,7
2,0,12,1,0,14,40,0,16,3,0,83,9,51,11,4,3,12,7,2,1,13,295,6,15
0,2,3,1,0,9,34,0,3,2,0,125,4,39,5,1,1,9,4,1,1,8,337,7,4
3,2,15,4,5,20,46,2,8,3,1,88,6,43,7,5,3,15,1,1,5,30,255,14,18
1,0,2,2,3,13,18,0,3,3,0,73,3,49,5,0,2,6,5,2,4,11,388,6,1
1,0,2,1,1,6,29,1,3,4,0,52,3,50,9,1,1,6,1,1,3,8,404,9,4
0,3,4,4,0,10,25,3,7,3,0,78,5,33,9,3,4,7,1,2,2,5,375,11,6
1,1,2,0,2,8,21,0,3,2,0,72,0,69,5,0,2,8,2,1,4,5,383,8,1
