0.66642,0.47094,0.23264
0.6863,0.77327,0.4246
0.63665,0.57536,0.37225
0.85343,0.61385,1
0.75731,0.631,0.41625
0.70213,0.6587,0.59518
0.52469,0.63485,0.32819
0.64994,0.54658,0.47005
0.84148,0.81829,0.54348
0.65867,0.62797,0.44491
0.71665,0.42505,0.60089
0.84765,0.41437,0.21471
0.83907,0.15841,0.31187
0.63654,0.99415,0.67775
0.37994,0.60494,0.77437
0.65666,0.73301,0.22012
0.73215,0.071425,0
0.26075,0.49743,0.39363
0.68792,0.5858,0.31563
0,0.38588,0.57493
0.49949,1,0.15014
0.57712,0.4234,0.32938
1,0.76837,0.26547
0.5026,0.11939,0.3635
0.86162,0,0.96642
