ACCELERATION X,ACCELERATION Y,ACCELERATION Z,LINEAR_ACCELERATION X,LINEAR_ACCELERATION Y,LINEAR_ACCELERATION Z,GRAVITY X,GRAVITY Y,GRAVITY Z,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,Year,Month,Day,Hour,Minute,Second,Millisecond,Date
6.245425,-0.962918,1.145925,9.066992,6.252607,7.158214,6.119131,-7.659500,-0.243311,0.409221,-6.547880,5.117413,2014,10,8,14,36,37,0,2014-10-08 14:36:37:406
9.066992,6.252607,7.158214,9.066992,6.252607,7.158214,-2.821567,-7.215525,-6.012290,0.409221,-6.547880,5.117413,2014,10,8,14,36,37,0,2014-10-08 14:36:37:408
9.066992,6.252607,7.158214,9.066992,6.252607,7.158214,-2.821567,-7.215525,-6.012290,-0.575083,1.419232,-1.393483,2014,10,8,14,36,37,0,2014-10-08 14:36:37:612
17.155802,-19.525164,-1.624167,9.066992,6.252607,7.158214,-2.821567,-7.215525,-6.012290,-0.575083,1.419232,-1.393483,2014,10,8,14,36,37,0,2014-10-08 14:36:37:614
17.155802,-19.525164,-1.624167,24.500166,-14.428657,2.407968,-2.821567,-7.215525,-6.012290,-0.575083,1.419232,-1.393483,2014,10,8,14,36,37,0,2014-10-08 14:36:37:616
24.500166,-14.428657,2.407968,24.500166,-14.428657,2.407968,-7.344363,-5.096507,-4.032135,-0.575083,1.419232,-1.393483,2014,10,8,14,36,37,0,2014-10-08 14:36:37:618
24.500166,-14.428657,2.407968,24.500166,-14.428657,2.407968,-7.344363,-5.096507,-4.032135,-1.309050,2.947887,-6.542971,2014,10,8,14,36,37,0,2014-10-08 14:36:37:810
-9.170840,-10.273969,-11.323077,24.500166,-14.428657,2.407968,-7.344363,-5.096507,-4.032135,-1.309050,2.947887,-6.542971,2014,10,8,14,36,37,0,2014-10-08 14:36:37:811
-9.170840,-10.273969,-11.323077,-13.458107,-1.718588,-9.179219,-7.344363,-5.096507,-4.032135,-1.309050,2.947887,-6.542971,2014,10,8,14,36,37,0,2014-10-08 14:36:37:819
-13.458107,-1.718588,-9.179219,-13.458107,-1.718588,-9.179219,4.287267,-8.555381,-2.143858,-1.309050,2.947887,-6.542971,2014,10,8,14,36,37,0,2014-10-08 14:36:37:821
-13.458107,-1.718588,-9.179219,-13.458107,-1.718588,-9.179219,4.287267,-8.555381,-2.143858,-0.520755,3.375058,-2.356482,2014,10,8,14,36,38,0,2014-10-08 14:36:38:3
3.458574,-19.525164,-9.276035,-13.458107,-1.718588,-9.179219,4.287267,-8.555381,-2.143858,-0.520755,3.375058,-2.356482,2014,10,8,14,36,38,0,2014-10-08 14:36:38:12
3.458574,-19.525164,-9.276035,-13.458107,-1.718588,-9.179219,4.287267,-8.555381,-2.143858,-1.251483,-4.300185,2.095253,2014,10,8,14,36,38,0,2014-10-08 14:36:38:203
13.229311,-9.560496,-2.241871,-13.458107,-1.718588,-9.179219,4.287267,-8.555381,-2.143858,-1.251483,-4.300185,2.095253,2014,10,8,14,36,38,0,2014-10-08 14:36:38:205
13.229311,-9.560496,-2.241871,4.387374,-5.338022,-2.644396,4.287267,-8.555381,-2.143858,-1.251483,-4.300185,2.095253,2014,10,8,14,36,38,0,2014-10-08 14:36:38:207
4.387374,-5.338022,-2.644396,4.387374,-5.338022,-2.644396,8.841936,-4.222474,0.402525,-1.251483,-4.300185,2.095253,2014,10,8,14,36,38,0,2014-10-08 14:36:38:209
4.387374,-5.338022,-2.644396,4.387374,-5.338022,-2.644396,8.841936,-4.222474,0.402525,1.201821,-3.524673,6.434075,2014,10,8,14,36,38,0,2014-10-08 14:36:38:403
6.465691,3.126379,1.186626,4.387374,-5.338022,-2.644396,8.841936,-4.222474,0.402525,1.201821,-3.524673,6.434075,2014,10,8,14,36,38,0,2014-10-08 14:36:38:405
6.465691,3.126379,1.186626,7.686435,12.244097,4.585196,8.841936,-4.222474,0.402525,1.201821,-3.524673,6.434075,2014,10,8,14,36,38,0,2014-10-08 14:36:38:407
7.686435,12.244097,4.585196,7.686435,12.244097,4.585196,-1.220744,-9.117719,-3.398569,1.201821,-3.524673,6.434075,2014,10,8,14,36,38,0,2014-10-08 14:36:38:412
7.686435,12.244097,4.585196,7.686435,12.244097,4.585196,-1.220744,-9.117719,-3.398569,0.118447,0.613879,-2.962622,2014,10,8,14,36,38,0,2014-10-08 14:36:38:604
