ACCELERATION X,ACCELERATION Y,ACCELERATION Z,LINEAR_ACCELERATION X,LINEAR_ACCELERATION Y,LINEAR_ACCELERATION Z,GRAVITY X,GRAVITY Y,GRAVITY Z,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,Year,Month,Day,Hour,Minute,Second,Millisecond,Date
-5.692065,7.893683,-15.948675,-13.359944,1.844283,-16.830490,7.667880,6.049399,0.881814,18.966177,-8.414675,-7.864050,2014,10,13,16,28,30,142,2014-10-13 16:28:30:142,
2.594267,-8.329428,1.864185,-2.033425,-16.928652,2.761861,4.627693,8.599224,-0.897676,20.265755,-4.359201,-1.904958,2014,10,13,16,28,30,650,2014-10-13 16:28:30:650,
9.487174,-15.969325,19.677046,2.485331,-17.727568,13.039870,7.001843,1.758242,6.637176,4.081192,-4.253740,1.107610,2014,10,13,16,28,31,152,2014-10-13 16:28:31:152,
8.189517,-2.820370,-4.743812,2.539949,2.893842,-10.365098,5.649568,-5.714211,5.621286,-16.788416,5.102481,3.159310,2014,10,13,16,28,31,662,2014-10-13 16:28:31:662,
2.895936,-1.596933,-4.920982,-6.290316,-4.834192,-6.061370,9.186253,3.237260,1.140388,14.817980,-3.878764,-5.409677,2014,10,13,16,28,32,165,2014-10-13 16:28:32:165,
9.264513,-15.847221,19.677046,0.426766,-20.083761,19.338865,8.837747,4.236540,0.338181,6.791156,-5.687567,0.703880,2014,10,13,16,28,32,669,2014-10-13 16:28:32:669,
6.353164,-10.256760,-0.300173,-1.863886,-6.658125,-4.262278,8.217050,-3.598635,3.962105,-16.573288,1.275001,2.438130,2014,10,13,16,28,33,171,2014-10-13 16:28:33:171,
1.607856,11.224017,-19.548956,-7.780407,8.954165,-21.244799,9.388264,2.269853,1.695843,3.630410,0.822292,-0.446598,2014,10,13,16,28,33,674,2014-10-13 16:28:33:674,
4.758626,-11.188105,10.303746,-4.774038,-13.100473,11.584345,9.532663,1.912369,-1.280599,16.517948,-3.366319,-1.371245,2014,10,13,16,28,34,178,2014-10-13 16:28:34:178,
1.375618,-19.555840,7.397185,-7.462727,-16.950499,4.040814,8.838346,-2.605340,3.356371,-22.472822,9.510587,0.986182,2014,10,13,16,28,34,680,2014-10-13 16:28:34:680,
1.634192,4.070143,-19.548956,-7.660099,4.485836,-22.649149,9.294291,-0.415693,3.100192,1.329514,-0.163098,1.507091,2014,10,13,16,28,35,184,2014-10-13 16:28:35:184,
8.122478,5.406107,-19.548956,-0.347907,2.408118,-15.620221,8.470387,2.997989,-3.928735,17.267939,-4.314416,-2.612282,2014,10,13,16,28,35,688,2014-10-13 16:28:35:688,
7.018752,-7.532158,10.825683,-2.539649,-9.563190,11.650186,9.558401,2.031031,-0.824503,7.950226,-1.590577,-2.046638,2014,10,13,16,28,36,191,2014-10-13 16:28:36:191,
6.822427,6.574478,1.933617,-2.053477,3.005172,-0.221763,8.875904,3.569306,2.155380,-0.587621,0.407992,0.307341,2014,10,13,16,29,1,175,2014-10-13 16:29:01:175,
5.646874,8.252813,-17.545609,-3.690363,6.192902,-19.722984,9.337237,2.059911,2.177377,0.206382,0.500567,2.041563,2014,10,13,16,29,10,648,2014-10-13 16:29:10:648,
6.001216,5.085284,-19.548956,-2.659509,1.143680,-17.177500,8.660726,3.941604,-2.371457,-7.700154,3.293729,3.292194,2014,10,13,16,29,11,167,2014-10-13 16:29:11:167,
-1.401655,6.959944,-19.548956,-10.172065,3.315221,-17.106571,8.770410,3.644723,-2.442385,16.976591,-0.639199,-2.501771,2014,10,13,16,29,11,669,2014-10-13 16:29:11:669,
3.444209,8.406042,-19.548956,-5.331588,4.362834,-17.874062,8.775797,4.043208,-1.674894,19.853870,-4.198247,-2.085253,2014,10,13,16,29,12,172,2014-10-13 16:29:12:172,
4.277391,-0.871489,1.236905,-4.735731,-4.735581,1.285088,9.013122,3.864092,-0.048183,10.546417,-4.523088,-2.760612,2014,10,13,16,29,12,675,2014-10-13 16:29:12:675,
7.574207,0.797269,6.073192,-1.798644,-1.082778,3.886388,9.372850,1.880047,2.186804,-8.419551,2.697274,1.986206,2014,10,13,16,29,13,185,2014-10-13 16:29:13:185,
6.310068,7.096414,-19.548956,-2.596512,8.078036,-23.533506,8.906580,-0.981623,3.984550,-2.746196,2.372434,2.077837,2014,10,13,16,29,13,687,2014-10-13 16:29:13:687,
1.196053,-4.278439,-3.865139,-7.855974,-7.309797,-1.620276,9.052028,3.031359,-2.244863,17.209402,-7.648508,-4.678071,2014,10,13,16,29,14,190,2014-10-13 16:29:14:190,
7.425766,5.078102,-2.459743,-1.984494,2.319084,-2.526631,9.410260,2.759018,0.066888,-1.635332,0.468863,-0.067591,2014,10,13,16,29,14,702,2014-10-13 16:29:14:702,
7.851934,5.025429,-1.456572,-1.548001,2.233192,-1.575385,9.399935,2.792238,0.118812,-0.100286,0.100281,0.372363,2014,10,13,16,29,15,211,2014-10-13 16:29:15:211,
5.299715,-9.176975,12.630910,-4.196287,-11.520000,11.920880,9.496002,2.343026,0.710030,13.903531,-6.119757,-2.952316,2014,10,13,16,29,15,713,2014-10-13 16:29:15:713,
-5.850082,-14.700398,19.677046,-13.779828,-12.197560,14.478636,7.929746,-2.502839,5.198411,-13.087074,4.148327,1.815808,2014,10,13,16,29,16,224,2014-10-13 16:29:16:224,
-6.032042,-19.555840,7.737162,-13.346178,-15.119384,2.942474,7.314137,-4.436456,4.794688,-21.869240,12.251826,1.471737,2014,10,13,16,29,16,727,2014-10-13 16:29:16:727,
9.286061,1.453280,-3.489250,2.388216,4.686201,-9.664794,6.897845,-3.232920,6.175544,-12.464020,1.919827,1.278924,2014,10,13,16,29,17,230,2014-10-13 16:29:17:230,
8.409783,4.197036,2.285565,-0.818218,2.145354,-0.322469,9.228002,2.051681,2.608034,2.990743,-1.511364,-0.053715,2014,10,13,16,29,17,742,2014-10-13 16:29:17:742,
8.258948,4.127604,1.833061,-1.112256,2.805855,-0.736516,9.371204,1.321749,2.569577,0.273253,-0.103085,0.029375,2014,10,13,16,29,18,247,2014-10-13 16:29:18:247,
7.227047,3.928885,-5.612906,-2.141613,2.022951,-7.795371,9.368661,1.905934,2.182465,-13.105440,6.569742,2.607318,2014,10,13,16,29,18,756,2014-10-13 16:29:18:756,
8.184729,2.233790,0.518644,-0.932990,-1.349582,0.075866,9.117719,3.583372,0.442778,-8.162613,2.784858,1.465355,2014,10,13,16,29,19,259,2014-10-13 16:29:19:259,
9.108890,4.776433,-0.245106,0.001646,1.502661,1.339257,9.107244,3.273772,-1.584363,-0.072036,-0.002911,0.018733,2014,10,13,16,29,19,769,2014-10-13 16:29:19:769,
8.936507,4.510676,0.183456,-0.277727,1.450587,1.562516,9.214235,3.060089,-1.379060,-1.293894,1.130530,0.077323,2014,10,13,16,29,20,271,2014-10-13 16:29:20:271,
10.636391,2.032677,5.151424,1.391181,-1.184382,5.739650,9.245210,3.217059,-0.588225,-3.398994,2.009411,-0.402036,2014,10,13,16,29,20,773,2014-10-13 16:29:20:773,
1.299004,-4.355053,9.796176,-8.140884,-6.139930,7.828740,9.439888,1.784877,1.967435,-14.573619,15.439199,2.968461,2014,10,13,16,29,21,280,2014-10-13 16:29:21:280,
-2.512565,-11.166556,10.263045,-9.640403,-11.792641,3.557185,7.127838,0.626084,6.705860,-22.197777,19.308256,1.586818,2014,10,13,16,29,21,783,2014-10-13 16:29:21:783,
-5.270685,-5.683835,19.677046,-11.655423,-4.968418,12.268188,6.384737,-0.715417,7.408857,-8.369580,-1.020184,0.974291,2014,10,13,16,29,22,290,2014-10-13 16:29:22:290,
2.484134,-4.309563,11.182418,-2.779070,-4.045004,2.912097,5.263204,-0.264559,8.270321,10.578239,-5.466588,-0.577797,2014,10,13,16,29,22,794,2014-10-13 16:29:22:794,
3.621380,-6.998251,-2.170045,-1.668609,-8.186225,-10.341455,5.289989,1.187973,8.171411,21.313974,-10.644838,-1.068884,2014,10,13,16,29,23,302,2014-10-13 16:29:23:302,
4.095432,-2.070984,-7.940071,-2.662352,-1.992126,-15.046062,6.757784,-0.078859,7.105990,17.785732,-10.864259,-2.936286,2014,10,13,16,29,23,806,2014-10-13 16:29:23:806,
9.489568,2.324770,-6.640019,0.367809,-0.046238,-9.349058,9.121758,2.371008,2.709039,14.781686,-6.784297,-0.136771,2014,10,13,16,29,24,314,2014-10-13 16:29:24:314,
5.462521,3.986346,-19.548956,-3.580977,3.846884,-23.338827,9.043498,0.139462,3.789872,19.337702,-10.250635,-2.178874,2014,10,13,16,29,24,863,2014-10-13 16:29:24:863,
5.316474,8.583213,-19.548956,-4.311508,6.834249,-20.191200,9.627983,1.748964,0.642245,15.970403,-3.315763,-2.651851,2014,10,13,16,29,25,367,2014-10-13 16:29:25:367,
9.312397,5.216966,-17.911921,-0.004788,3.014599,-15.788413,9.317185,2.202366,-2.123507,19.561378,-7.140054,-1.587650,2014,10,13,16,29,25,871,2014-10-13 16:29:25:871,
9.245359,4.924873,-18.910303,-0.346860,3.016096,-18.192341,9.592219,1.908777,-0.717961,19.014898,-6.538180,-0.281636,2014,10,13,16,29,26,374,2014-10-13 16:29:26:374,
6.465691,-1.946486,3.461118,-3.125032,-3.587412,2.239327,9.590723,1.640926,1.221791,13.775746,-6.147178,-0.039807,2014,10,13,16,29,26,878,2014-10-13 16:29:26:878,
2.414702,-9.251195,9.602245,-6.426486,-8.963741,5.368997,8.841188,-0.287454,4.233248,14.398926,-7.661984,0.183898,2014,10,13,16,29,27,380,2014-10-13 16:29:27:380,
-3.551649,-16.486473,19.677046,-10.269778,-13.016676,13.432369,6.718130,-3.469797,6.244677,-10.866026,-5.487759,-2.068065,2014,10,13,16,29,27,883,2014-10-13 16:29:27:883,
9.128043,-3.066972,-8.229769,2.025794,1.340005,-13.358747,7.102250,-4.406977,5.128979,-16.948637,2.671088,1.610289,2014,10,13,16,29,28,387,2014-10-13 16:29:28:387,
6.417807,-2.940080,2.256834,-3.381062,-3.260005,2.035969,9.798869,0.319925,0.220865,11.771958,-4.470445,-1.153007,2014,10,13,16,29,28,891,2014-10-13 16:29:28:891,
2.086696,-8.671799,11.196783,-7.594109,-8.189666,9.707440,9.680805,-0.482132,1.489343,13.858937,-7.903826,-1.263804,2014,10,13,16,29,29,394,2014-10-13 16:29:29:394,
5.642086,2.367866,15.594932,-0.873435,3.276465,8.322394,6.515521,-0.908600,7.272537,3.146516,-0.628903,0.361562,2014,10,13,16,30,30,181,2014-10-13 16:30:30:181,
2.591873,2.370260,-10.193014,-6.454618,1.373075,-13.844621,9.046491,0.997185,3.651607,3.827945,0.660936,-0.376720,2014,10,13,16,30,30,695,2014-10-13 16:30:30:695,
4.890306,3.021482,11.678018,-4.105607,-0.743400,12.711864,8.995914,3.764882,-1.033846,9.342663,-3.051468,-0.418254,2014,10,13,16,30,31,197,2014-10-13 16:30:31:197,
6.037129,0.876278,-3.862745,-2.500594,-0.454300,-8.500314,8.537724,1.330578,4.637568,-11.333117,-1.196826,0.932506,2014,10,13,16,30,31,713,2014-10-13 16:30:31:713,
6.281338,5.360618,8.407538,-2.540697,1.157148,7.589320,8.822035,4.203470,0.818218,7.681740,-1.193599,0.769529,2014,10,13,16,30,32,222,2014-10-13 16:30:32:222,
4.708347,2.806004,-6.582558,-3.508852,0.176722,-11.244219,8.217199,2.629282,4.661660,-8.979183,-0.506453,0.160212,2014,10,13,16,30,32,724,2014-10-13 16:30:32:724,
8.591743,6.368577,3.360561,0.420182,0.997035,4.095282,8.171560,5.371541,-0.734721,8.583657,-0.356203,1.857191,2014,10,13,16,30,33,226,2014-10-13 16:30:33:226,
-6.831705,-7.395689,17.893366,-14.989798,-11.647641,14.497190,8.158092,4.251953,3.396175,-6.643295,5.027660,1.255321,2014,10,13,16,30,33,728,2014-10-13 16:30:33:728,
8.196699,6.679823,-8.323143,1.608904,6.170606,-15.569493,6.587796,0.509217,7.246351,4.953085,-2.040346,-2.723435,2014,10,13,16,30,34,233,2014-10-13 16:30:34:233,
3.662081,-2.056619,13.820828,-5.085883,-6.483648,13.618519,8.747964,4.427029,0.202310,11.735524,-6.339726,1.231899,2014,10,13,16,30,34,736,2014-10-13 16:30:34:736,
3.994875,2.035071,-1.796549,-3.172766,0.553210,-8.323143,7.167641,1.481861,6.526594,-14.488202,3.846363,1.710211,2014,10,13,16,30,35,245,2014-10-13 16:30:35:245,
7.224653,8.355764,-8.758887,-3.172766,0.553210,-8.323143,7.167641,1.481861,6.526594,13.576189,-7.607360,-0.352141,2014,10,13,16,30,35,747,2014-10-13 16:30:35:747,
-1.123928,4.194642,8.330924,-8.544158,-2.171391,7.567772,7.420229,6.366033,0.763152,1.804805,-0.099319,4.322255,2014,10,13,16,30,36,250,2014-10-13 16:30:36:250,
3.592649,6.818686,17.955614,-2.118420,-0.312892,21.518337,5.711069,7.131578,-3.562722,-8.790316,1.331331,0.893169,2014,10,13,16,30,36,754,2014-10-13 16:30:36:754,
-1.720084,-2.851494,-13.990218,-6.483049,-11.419444,-13.719673,4.762965,8.567950,-0.270545,-8.340980,-0.313381,0.388249,2014,10,13,16,30,37,257,2014-10-13 16:30:37:257,
7.497592,10.541670,-0.774225,-6.483049,-11.419444,-13.719673,4.762965,8.567950,-0.270545,3.876538,-0.449735,-0.409634,2014,10,13,16,30,37,760,2014-10-13 16:30:37:760,
-1.337012,-0.524330,-13.757980,-6.246771,-7.061698,-8.342446,4.909760,6.537368,-5.415534,-4.278180,-0.539185,-0.139048,2014,10,13,16,30,38,264,2014-10-13 16:30:38:264,
6.147263,10.486604,16.420931,3.213617,5.501277,24.339903,2.933645,4.985326,-7.918972,2.690780,-0.410288,-0.009086,2014,10,13,16,30,38,769,2014-10-13 16:30:38:769,
-0.932392,-0.529119,-9.651925,-5.314380,-9.029432,-7.481132,4.381988,8.500314,-2.170793,-5.967790,-0.986569,1.829568,2014,10,13,16,30,39,272,2014-10-13 16:30:39:272,
5.929390,6.880936,-9.778817,-5.314380,-9.029432,-7.481132,4.381988,8.500314,-2.170793,8.882015,-1.517076,-1.740135,2014,10,13,16,30,39,774,2014-10-13 16:30:39:774,
5.180005,8.652645,17.093702,1.845181,2.551770,24.009504,3.334824,6.100875,-6.915801,-2.113657,0.744484,0.674821,2014,10,13,16,30,45,103,2014-10-13 16:30:45:103,
4.818480,9.660604,3.180996,1.014693,0.900369,5.407604,3.803788,8.760235,-2.226608,-6.335590,-0.243226,2.673199,2014,10,13,16,30,45,611,2014-10-13 16:30:45:611,
-5.984158,-5.224148,-19.548956,-11.132440,-13.337050,-21.509657,5.148282,8.112902,1.960702,8.842204,0.725125,-2.332471,2014,10,13,16,30,46,115,2014-10-13 16:30:46:115,
3.865588,9.493010,13.971663,0.697311,0.344316,15.530888,3.168277,9.148694,-1.559224,5.146689,-0.147296,-0.017643,2014,10,13,16,30,46,623,2014-10-13 16:30:46:623,
2.754679,5.209783,1.979107,-1.635689,-1.082030,-4.128651,4.390368,6.291812,6.107758,-7.302073,-2.005095,2.554976,2014,10,13,16,30,47,125,2014-10-13 16:30:47:125,
-0.755221,0.122104,-19.548956,-4.461146,-8.675838,-21.791725,3.705925,8.797943,2.242769,3.295047,0.265019,-2.393167,2014,10,13,16,30,47,629,2014-10-13 16:30:47:629,
3.544765,10.840945,18.784008,1.640627,1.269077,19.744831,1.904139,9.571869,-0.960823,-6.031456,1.378250,0.493708,2014,10,13,16,30,48,137,2014-10-13 16:30:48:137,
2.570325,6.880936,-5.088576,-1.014393,0.249745,-11.361236,3.584718,6.631190,6.272659,5.801445,0.817937,-2.486898,2014,10,13,16,30,48,640,2014-10-13 16:30:48:640,
4.277391,10.053253,6.767510,0.920720,0.859668,6.151303,3.356671,9.193584,0.616208,-8.241998,-0.292052,2.859669,2014,10,13,16,30,49,144,2014-10-13 16:30:49:144,
3.027618,7.886500,2.680608,-0.101754,-0.942418,-0.221913,3.129371,8.828918,2.902521,7.335314,0.690135,-1.403516,2014,10,13,16,30,49,661,2014-10-13 16:30:49:661,
-3.216460,-0.081403,-10.887333,-6.252607,-8.651448,-14.562283,3.129371,8.828918,2.902521,-3.220504,-0.999344,1.436488,2014,10,13,16,30,50,164,2014-10-13 16:30:50:164,
2.754679,5.157111,-7.700651,2.111387,-4.290709,-5.152322,0.643292,9.447819,-2.548328,-1.980542,-2.181785,3.805636,2014,10,13,16,30,50,668,2014-10-13 16:30:50:668,
2.192041,8.130709,17.153557,-0.190040,-0.845303,20.304028,2.382081,8.976012,-3.150470,4.466263,-0.811808,0.270036,2014,10,13,16,30,51,172,2014-10-13 16:30:51:172,
4.107403,3.040636,-0.266654,0.495300,-4.268114,-5.716606,3.612102,7.308750,5.449951,-9.214929,-1.951641,5.338564,2014,10,13,16,30,51,676,2014-10-13 16:30:51:676,
2.390760,7.747637,5.601534,0.495300,-4.268114,-5.716606,3.612102,7.308750,5.449951,8.484346,0.072387,-0.928379,2014,10,13,16,30,52,179,2014-10-13 16:30:52:179,
1.789815,2.736573,-5.165191,-0.646584,-5.758205,-9.416245,2.436399,8.494778,4.251055,-5.405704,-1.836548,3.181416,2014,10,13,16,30,52,682,2014-10-13 16:30:52:682,
5.019594,9.265560,12.815264,1.721730,0.178817,14.465767,3.297863,9.086743,-1.650503,6.801141,-1.899394,-0.466048,2014,10,13,16,30,53,186,2014-10-13 16:30:53:186,
-1.123928,-2.451663,-8.193856,-5.606771,-9.107095,-13.831004,4.482843,6.655432,5.637148,-9.884089,-0.665819,1.262876,2014,10,13,16,30,53,689,2014-10-13 16:30:53:689,
5.443367,6.327875,-4.530727,-5.606771,-9.107095,-13.831004,4.482843,6.655432,5.637148,12.816765,-2.834716,2.094842,2014,10,13,16,30,54,193,2014-10-13 16:30:54:193,
3.456180,10.429143,6.791452,0.400281,1.572093,9.686641,3.055899,8.857050,-2.895188,5.329240,-0.358036,-0.895371,2014,10,13,16,30,55,397,2014-10-13 16:30:55:397,
1.382801,4.991910,-5.057452,-1.622221,-4.339042,-4.790947,3.005023,9.330953,-0.266505,-4.470191,-1.370020,2.164073,2014,10,13,16,30,55,900,2014-10-13 16:30:55:900,
2.809745,9.852140,1.330278,0.676961,1.368885,5.763741,2.132785,8.483255,-4.433463,4.025269,-0.137502,-1.277795,2014,10,13,16,30,56,403,2014-10-13 16:30:56:403,
-1.430386,2.398990,-7.430106,-3.855712,-6.776189,-4.959738,2.425326,9.175179,-2.470367,-5.358702,-0.838431,1.512137,2014,10,13,16,30,56,913,2014-10-13 16:30:56:913,
5.115362,10.994174,8.627805,3.757251,2.657265,13.609839,1.358111,8.336909,-4.982035,-0.313747,1.732089,-0.396807,2014,10,13,16,30,57,416,2014-10-13 16:30:57:416,
1.131410,9.174581,-2.392705,3.757251,2.657265,13.609839,1.358111,8.336909,-4.982035,-3.245355,-0.300435,0.737700,2014,10,13,16,30,57,919,2014-10-13 16:30:57:919,
2.670882,5.940014,3.271976,0.845153,-3.317915,5.941810,1.825728,9.257929,-2.669834,11.431734,-2.147570,-0.624764,2014,10,13,16,30,58,427,2014-10-13 16:30:58:427,
0.750732,7.273585,-0.745495,-2.804059,-1.031302,-4.561254,3.554791,8.304887,3.815759,2.937315,-0.562456,-2.016000,2014,10,13,16,30,58,935,2014-10-13 16:30:58:935,
-3.937115,2.106898,-3.369539,-5.351639,-7.379827,-1.327585,1.414524,9.486725,-2.041955,-3.847398,0.444230,1.505768,2014,10,13,16,30,59,443,2014-10-13 16:30:59:443,
4.693982,8.554482,-0.417489,-5.351639,-7.379827,-1.327585,1.414524,9.486725,-2.041955,-2.541384,-1.272976,4.865613,2014,10,13,16,30,59,949,2014-10-13 16:30:59:949,
2.273444,9.260772,-2.213140,-0.057162,-0.102951,-0.464625,2.330606,9.363723,-1.748515,0.083296,-0.094758,-0.170949,2014,10,13,16,31,0,452,2014-10-13 16:31:00:452,
2.347664,8.710106,-4.111742,0.024241,0.002394,-0.245555,2.323423,8.707711,-3.866187,-0.399268,-0.077714,-0.124077,2014,10,13,16,31,0,963,2014-10-13 16:31:00:963,
0.473004,7.321469,6.188114,-1.790414,-1.082478,10.706870,2.263418,8.403947,-4.518756,-11.408757,0.509242,0.451165,2014,10,13,16,31,1,466,2014-10-13 16:31:01:466,
-1.059285,3.303998,-3.896264,-1.657536,-5.888240,-7.259818,0.598251,9.192238,3.363554,15.006605,-1.867363,-1.220235,2014,10,13,16,31,1,975,2014-10-13 16:31:01:975,
-2.708889,12.064383,13.492823,-2.389713,2.356942,12.139501,-0.319177,9.707440,1.353323,-1.105576,0.678634,0.821881,2014,10,13,16,31,2,476,2014-10-13 16:31:02:476,
1.830517,-1.963245,-19.548956,2.525284,-11.288661,-22.502653,-0.694767,9.325416,2.953697,0.786334,0.616849,-2.632772,2014,10,13,16,31,2,979,2014-10-13 16:31:02:979,
-2.174983,6.758832,19.677046,-3.328389,-1.929876,24.075493,1.153407,8.688707,-4.398448,-8.509276,1.694927,0.125206,2014,10,13,16,31,3,489,2014-10-13 16:31:03:489,
-3.446304,0.268151,-11.536161,-4.725555,-7.501782,-17.380857,1.153407,8.688707,-4.398448,-2.756848,-2.080370,-0.515018,2014,10,13,16,31,3,992,2014-10-13 16:31:03:992,
4.758626,6.449979,19.677046,4.817134,-2.806453,22.915054,-0.058508,9.256433,-3.238008,-2.126243,1.250720,0.506573,2014,10,13,16,31,4,502,2014-10-13 16:31:04:502,
10.097695,6.215348,-8.095694,8.095244,-2.524087,-12.068123,2.002450,8.739435,3.972430,9.734411,-1.741608,-3.758746,2014,10,13,16,31,5,5,2014-10-13 16:31:05:05,
7.760954,5.863400,18.470367,1.309329,-1.496526,17.856705,6.451625,7.359926,0.613664,-8.283490,0.305836,3.707694,2014,10,13,16,31,5,508,2014-10-13 16:31:05:508,
6.360346,8.595184,-4.396652,1.309329,-1.496526,17.856705,6.451625,7.359926,0.613664,4.188626,1.111175,-2.640217,2014,10,13,16,31,6,12,2014-10-13 16:31:06:12,
-2.265962,-0.275333,-7.042245,-6.213402,-8.668357,-3.857358,3.947440,8.393023,-3.184887,-5.896332,-1.106678,3.187852,2014,10,13,16,31,6,515,2014-10-13 16:31:06:515,
7.789685,6.016629,19.677046,6.603807,-1.882291,25.366568,1.185878,7.898921,-5.689521,2.579845,0.351705,0.405391,2014,10,13,16,31,7,18,2014-10-13 16:31:07:18,
-8.871565,-3.617639,-19.548956,-13.048998,-12.153267,-21.969494,4.177433,8.535628,2.420538,5.268541,-0.475997,-3.880165,2014,10,13,16,31,7,521,2014-10-13 16:31:07:521,
4.614974,3.253720,19.677046,4.397550,-2.980332,27.244070,4.177433,8.535628,2.420538,-8.019586,1.112317,1.468529,2014,10,13,16,31,8,25,2014-10-13 16:31:08:25,
8.685117,8.288726,0.600047,5.578789,-0.420482,-2.666093,3.106327,8.709208,3.266140,9.584962,-0.627256,-2.312093,2014,10,13,16,31,8,528,2014-10-13 16:31:08:528,
-2.392855,-3.165135,-12.613552,-6.482301,-11.756577,-10.240150,4.089446,8.591443,-2.373402,-5.013366,-1.313302,2.770279,2014,10,13,16,31,9,32,2014-10-13 16:31:09:32,
3.714754,9.856929,19.677046,3.609409,5.117906,28.261906,0.105345,4.739023,-8.584859,-14.192762,3.071330,0.540681,2014,10,13,16,31,9,535,2014-10-13 16:31:09:535,
4.844817,8.662222,-2.062305,4.120720,-0.994043,-0.512808,0.105345,4.739023,-8.584859,7.571756,0.823595,-1.160553,2014,10,13,16,31,10,41,2014-10-13 16:31:10:41,
0.719607,2.813187,10.176853,3.242797,-6.303035,12.764836,-2.523189,9.116222,-2.587982,-0.029187,0.004971,0.001513,2014,10,13,16,31,21,828,2014-10-13 16:31:21:828,
0.130634,2.190695,9.513659,2.503437,-7.281066,10.421960,-2.523189,9.116222,-2.587982,0.086833,-0.023766,0.072893,2014,10,13,16,31,22,331,2014-10-13 16:31:22:331,
-0.214131,1.589750,9.812935,2.152088,-7.907599,9.203161,-2.366220,9.497349,0.609773,-0.069842,-0.183533,-0.269051,2014,10,13,16,31,22,834,2014-10-13 16:31:22:834,
0.271892,1.544260,9.748292,2.315492,-7.728034,7.295432,-2.043601,9.272294,2.452860,0.046216,0.082798,0.042010,2014,10,13,16,31,23,373,2014-10-13 16:31:23:373,
1.684471,1.960851,7.871237,3.473238,-6.831106,3.912724,-1.788768,8.791958,3.958513,-0.020006,-0.321955,0.037762,2014,10,13,16,31,23,876,2014-10-13 16:31:23:876,
0.470610,0.581791,9.326912,1.932719,-7.930644,4.682610,-1.462109,8.512435,4.644302,-1.098197,-0.043882,-0.347853,2014,10,13,16,31,24,390,2014-10-13 16:31:24:390,
0.279074,1.759738,9.568727,1.476025,-6.071845,3.789273,-1.196951,7.831583,5.779453,0.007460,0.001948,0.040975,2014,10,13,16,31,24,919,2014-10-13 16:31:24:919,
-0.063297,1.271321,10.037990,0.972046,-6.061370,3.609259,-1.035343,7.332692,6.428731,-0.135342,0.014746,0.068676,2014,10,13,16,31,25,500,2014-10-13 16:31:25:500,
-0.092027,1.268927,9.681253,0.822259,-5.255123,2.417096,-0.914286,6.524050,7.264158,-0.013086,-0.022470,-0.045289,2014,10,13,16,31,26,4,2014-10-13 16:31:26:04,
0.085144,1.393425,9.779416,1.007660,-4.355502,1.888427,-0.922516,5.748927,7.890989,0.016673,0.002049,0.036742,2014,10,13,16,31,26,509,2014-10-13 16:31:26:509,
0.142605,1.072602,9.468170,0.893486,-4.105607,1.174206,-0.750881,5.178209,8.293963,-0.290224,-0.400593,-0.250872,2014,10,13,16,31,27,61,2014-10-13 16:31:27:61,
-0.036960,1.333570,9.638158,0.523133,-3.279458,1.002422,-0.560094,4.613028,8.635736,-0.006969,-0.011743,-0.003723,2014,10,13,16,31,27,587,2014-10-13 16:31:27:587,
0.214431,1.340753,9.824906,0.755071,-2.829049,0.965462,-0.540641,4.169802,8.859444,0.081398,0.078818,0.058066,2014,10,13,16,31,28,89,2014-10-13 16:31:28:89,
0.118663,1.441309,9.733926,0.427365,-2.341380,0.691625,-0.308702,3.782689,9.042301,0.030103,-0.023404,0.008011,2014,10,13,16,31,28,592,2014-10-13 16:31:28:592,
-0.163853,1.156399,9.738714,0.092027,-2.376694,0.594361,-0.255880,3.533093,9.144354,-0.275735,0.013909,-0.027135,2014,10,13,16,31,29,107,2014-10-13 16:31:29:107,
-0.013018,1.422156,9.786599,0.249596,-1.508347,0.431854,-0.262614,2.930503,9.354745,-0.034013,-0.009501,0.003764,2014,10,13,16,31,29,611,2014-10-13 16:31:29:611,
0.037260,1.407791,9.729137,0.267103,-1.281496,0.301370,-0.229843,2.689287,9.427768,-0.009606,0.010764,0.015489,2014,10,13,16,31,30,114,2014-10-13 16:31:30:114,
0.877625,0.447716,10.887932,1.058387,-2.068740,1.411532,-0.180762,2.516456,9.476400,-0.006448,0.081082,0.216827,2014,10,13,16,31,30,617,2014-10-13 16:31:30:617,
1.389984,2.152387,9.908703,0.769736,0.649727,0.237774,0.620248,1.502661,9.670929,0.089320,-0.821168,-0.535242,2014,10,13,16,31,31,120,2014-10-13 16:31:31:120,
-0.075268,1.905785,9.516054,-1.874510,-0.595109,0.206051,1.799243,2.500893,9.310003,0.141393,0.186606,0.168907,2014,10,13,16,31,31,623,2014-10-13 16:31:31:623,
-0.281169,1.704672,9.753080,-0.058359,-0.701351,0.248847,-0.222810,2.406023,9.504232,0.012508,-0.007275,-0.002602,2014,10,13,16,31,32,126,2014-10-13 16:31:32:126,
