sep=;
ACCELERATION X;ACCELERATION Y;ACCELERATION Z;LINEAR_ACCELERATION X;LINEAR_ACCELERATION Y;LINEAR_ACCELERATION Z;GRAVITY X;GRAVITY Y;GRAVITY Z;GYROSCOPE X;GYROSCOPE Y;GYROSCOPE Z;Data
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:06:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:06:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:07:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:07:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:08:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:08:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:09:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:09:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:10:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:10:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:11:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:11:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:12:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:12:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:13:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:13:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:14:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:14:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:15:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:15:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:16:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:16:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:17:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:17:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:18:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:18:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:19:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:19:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:20:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:20:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:21:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:21:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:22:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:22:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:23:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:23:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:24:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:24:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:25:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:25:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:26:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:26:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:27:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:27:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:28:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:28:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:29:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:29:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:30:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:30:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:31:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:31:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:32:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:32:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:33:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:33:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:34:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:34:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:35:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:35:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:36:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:36:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:37:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:37:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:38:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:38:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:39:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:39:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:40:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:40:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:41:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:41:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:42:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:42:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:43:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:43:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:44:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:44:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:45:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:45:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:46:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:46:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:47:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:47:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:48:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:48:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:49:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:49:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:50:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:50:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:51:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:51:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:52:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:52:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:53:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:53:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:54:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:54:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:55:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:55:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:56:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:56:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:57:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:57:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:58:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:58:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:59:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:35:59:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:36:00:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:36:00:500
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:36:01:300
-0.017059;0.246154;9.81952;0.003292;0.030825;0.015263;-0.020351;0.215329;9.80425;-0.001198;-0.001332;-0.000666;2014-09-09 18:36:01:500
0.028431;0.241365;9.82191;2.42578;8.24144;4.68171;-2.39734;-8.00008;5.1402;0.00463;0.013728;-0.002238;2014-09-09 18:36:02:100
-0.005088;0.24376;9.81952;2.22571;7.69781;3.85033;-2.2308;-7.45405;5.96919;-0.002892;-0.019273;0.00097;2014-09-09 18:36:02:700
0.014066;0.241365;9.83149;1.98345;6.82153;2.83204;-1.96938;-6.58016;6.99945;0.001325;0.008439;-0.002217;2014-09-09 18:36:03:100
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:03:700
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:04:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:04:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:05:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:05:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:06:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:06:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:07:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:07:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:08:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:08:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:09:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:09:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:10:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:10:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:11:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:11:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:12:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:12:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:13:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:13:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:14:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:14:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:15:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:15:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:16:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:16:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:17:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:17:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:18:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:18:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:19:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:19:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:20:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:20:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:21:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:21:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:22:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:22:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:23:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:23:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:24:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:24:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:25:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:25:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:26:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:26:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:27:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:27:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:28:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:28:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:29:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:29:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:30:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:30:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:31:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:31:500
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:32:300
0.006883;0.205452;9.83388;1.79939;6.1959;2.27928;-1.79251;-5.99044;7.5546;-0.005067;-0.005409;0.000979;2014-09-09 18:36:32:500
