ACCELERATION X,ACCELERATION Y,ACCELERATION Z,LINEAR_ACCELERATION X,LINEAR_ACCELERATION Y,LINEAR_ACCELERATION Z,GRAVITY X,GRAVITY Y,GRAVITY Z,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,Year,Month,Day,Hour,Minute,Second,Millisecond,Date
1.066018,19.689466,5.613505,-5.865196,20.838383,12.455086,6.931214,-1.148918,-6.841581,1.157416,-1.649690,-0.392133,2014,10,13,15,34,31,776,2014-10-13 15:34:31:776,
11.162367,7.613711,-14.138659,1.732803,9.300875,-12.039692,9.429564,-1.687164,-2.098967,-19.962517,-4.355462,5.090783,2014,10,13,15,34,32,278,2014-10-13 15:34:32:278,
7.733870,-1.331027,-19.532196,-0.561291,-2.516755,-14.437784,8.295160,1.185728,-5.094412,23.155064,2.196997,-10.157408,2014,10,13,15,34,32,781,2014-10-13 15:34:32:781,
8.284536,8.030302,-15.975012,0.861763,8.489989,-9.582792,7.422773,-0.459687,-6.392219,-19.919970,-1.101062,9.575550,2014,10,13,15,34,33,284,2014-10-13 15:34:33:284,
17.135900,-11.434558,-14.334984,10.893917,-12.735507,-6.884078,6.241983,1.300949,-7.450905,15.334906,-1.732750,-9.805868,2014,10,13,15,34,33,836,2014-10-13 15:34:33:836,
6.828862,19.689466,-9.745298,0.334889,16.744598,-3.012804,6.493973,2.944868,-6.732495,-22.247623,-2.964195,1.487000,2014,10,13,15,34,34,339,2014-10-13 15:34:34:339,
2.648586,1.518074,-2.545934,-5.071667,5.089175,2.334197,7.720253,-3.571101,-4.880131,10.007401,-0.945489,-2.095476,2014,10,13,15,34,34,843,2014-10-13 15:34:34:843,
4.721964,7.817218,4.093187,-5.071667,5.089175,2.334197,7.720253,-3.571101,-4.880131,-4.453562,-2.682935,0.881938,2014,10,13,15,34,35,347,2014-10-13 15:34:35:347,
-10.323199,19.689466,12.717102,-19.660885,19.072062,15.648802,9.337686,0.617405,-2.931700,-2.844109,-1.971295,3.632461,2014,10,13,15,34,35,849,2014-10-13 15:34:35:849,
7.465719,-2.935142,-0.558747,0.052672,-9.147796,-2.177227,7.413047,6.212654,1.618480,-3.243583,-0.308417,2.586371,2014,10,13,15,34,36,354,2014-10-13 15:34:36:354,
-13.995905,15.995811,-1.296161,-23.536499,15.926828,0.971447,9.540594,0.068983,-2.267608,-12.090636,-5.674146,4.225815,2014,10,13,15,34,36,858,2014-10-13 15:34:36:858,
-16.373346,19.689466,14.278121,-23.106890,14.633511,9.251644,6.733542,5.055955,5.026477,8.716108,1.789097,-1.351909,2014,10,13,15,34,37,362,2014-10-13 15:34:37:362,
-8.702325,19.689466,5.026926,-14.572009,14.981567,-1.262044,5.869685,4.707898,6.288970,9.337196,4.918833,0.395122,2014,10,13,15,34,37,865,2014-10-13 15:34:37:865,
9.955689,-14.307600,-3.805284,4.319738,-16.751930,-11.449223,5.635951,2.444330,7.643938,-7.104095,-0.867683,1.239876,2014,10,13,15,34,38,369,2014-10-13 15:34:38:369,
-2.925116,15.088408,-10.765228,-11.859229,19.052158,-11.565491,8.934114,-3.963751,0.800262,-17.023310,-1.917394,4.398283,2014,10,13,15,34,45,659,2014-10-13 15:34:45:659,
4.456208,7.714268,0.281618,-4.471621,5.282357,3.529502,8.927829,2.431910,-3.247884,4.491657,-0.508001,-1.174104,2014,10,13,15,34,46,184,2014-10-13 15:34:46:184,
4.882376,7.934534,-0.247501,-4.471621,5.282357,3.529502,8.927829,2.431910,-3.247884,-0.538560,0.129037,0.116999,2014,10,13,15,34,46,689,2014-10-13 15:34:46:689,
6.247071,12.023830,-0.276231,-2.770241,9.203610,2.351405,9.017312,2.820220,-2.627636,0.230561,0.033164,-0.640404,2014,10,13,15,34,47,204,2014-10-13 15:34:47:204,
-5.271434,-4.527286,-6.441300,-13.914352,-8.190414,-3.603872,8.642919,3.663129,-2.837428,11.589270,-0.825384,-6.132894,2014,10,13,15,34,47,711,2014-10-13 15:34:47:711,
-1.771111,-0.354192,-15.024513,-10.116999,4.654627,-16.219669,8.345888,-5.008820,1.195156,-16.145956,0.207922,9.762982,2014,10,13,15,34,48,213,2014-10-13 15:34:48:213,
8.933365,19.689466,8.419510,0.417938,24.551342,8.560617,8.515428,-4.861876,-0.141108,-14.307528,1.316921,7.284126,2014,10,13,15,34,48,716,2014-10-13 15:34:48:716,
2.253542,4.963330,-12.273576,-6.576723,1.115698,-10.432136,8.830265,3.847632,-1.841440,20.522358,-1.534792,-9.951853,2014,10,13,15,34,49,222,2014-10-13 15:34:49:222,
4.559159,3.289783,-9.721356,-5.064335,4.972458,-10.573543,9.623494,-1.682675,0.852186,-15.692454,-0.226625,4.405787,2014,10,13,15,34,49,724,2014-10-13 15:34:49:724,
0.649427,19.689466,-9.939229,-9.001899,19.437027,-8.219594,9.651326,0.252439,-1.719635,23.190762,1.458623,-4.231377,2014,10,13,15,34,50,228,2014-10-13 15:34:50:228,
4.791396,-4.790648,-10.288782,-9.001899,19.437027,-8.219594,9.651326,0.252439,-1.719635,-12.653402,0.965445,3.623892,2014,10,13,15,34,50,739,2014-10-13 15:34:50:739,
-3.600281,19.689466,-12.750022,-12.994979,20.530130,-10.066122,9.394698,-0.840664,-2.683900,23.552805,1.779307,-4.632972,2014,10,13,15,34,51,242,2014-10-13 15:34:51:242,
-0.739210,-1.220893,-8.169914,-10.389190,-1.221342,-6.424092,9.649980,0.000449,-1.745822,-12.824929,0.748136,9.753425,2014,10,13,15,34,51,763,2014-10-13 15:34:51:763,
6.646903,19.689466,-16.822559,-1.128417,21.513399,-11.131541,7.775320,-1.823933,-5.691018,25.828190,-1.455896,-9.279655,2014,10,13,15,34,52,266,2014-10-13 15:34:52:266,
2.157774,-0.914435,-7.772477,-1.128417,21.513399,-11.131541,7.775320,-1.823933,-5.691018,-12.119936,-0.092301,5.662823,2014,10,13,15,34,52,769,2014-10-13 15:34:52:769,
5.255871,0.273089,-9.077316,-2.756624,2.612074,-3.929633,8.012495,-2.338985,-5.147683,14.416866,-4.660155,-10.114808,2014,10,13,15,34,53,272,2014-10-13 15:34:53:272,
10.338761,19.689466,-10.832266,4.108450,22.748806,-3.904494,6.230311,-3.059341,-6.927772,-17.893677,-0.408683,1.490183,2014,10,13,15,34,53,777,2014-10-13 15:34:53:777,
-4.742315,-4.271106,-3.515586,-13.791948,-0.519392,-3.960608,9.049634,-3.751714,0.445022,-6.233292,-2.505123,7.223435,2014,10,13,15,34,54,280,2014-10-13 15:34:54:280,
13.563751,5.770176,0.169090,-13.791948,-0.519392,-3.960608,9.049634,-3.751714,0.445022,10.085417,-2.990863,-11.124674,2014,10,13,15,34,54,782,2014-10-13 15:34:54:782,
3.113061,13.070097,-14.792276,-2.388964,14.987852,-6.904279,5.502025,-1.917756,-7.887997,-22.421127,1.166864,6.852729,2014,10,13,15,34,55,285,2014-10-13 15:34:55:285,
-1.483806,-11.748199,-10.801142,-10.798449,-9.717017,-8.503157,9.314642,-2.031181,-2.297985,9.649756,-4.836975,-7.481472,2014,10,13,15,34,55,788,2014-10-13 15:34:55:788,
5.579089,10.434081,5.726033,-2.456002,11.775581,11.185710,8.035090,-1.341501,-5.459678,-5.015739,-0.208401,6.876163,2014,10,13,15,34,56,292,2014-10-13 15:34:56:292,
9.977237,19.689466,-14.272734,4.891803,18.206408,-6.019921,5.085434,1.483058,-8.252813,11.440518,0.722342,-5.657811,2014,10,13,15,35,1,158,2014-10-13 15:35:01:158,
7.429806,15.478663,2.122759,4.911106,15.529840,11.600356,2.518700,-0.051176,-9.477597,-0.408038,2.638366,-3.442154,2014,10,13,15,35,17,997,2014-10-13 15:35:17:997,
-3.368043,-9.631723,-19.532196,-7.544279,-7.669975,-10.878803,4.176236,-1.961749,-8.653393,19.326954,0.149934,-6.718901,2014,10,13,15,35,18,502,2014-10-13 15:35:18:502,
1.786673,19.689466,-9.515455,-5.388450,14.337677,-13.520805,7.175123,5.351789,4.005350,-18.181007,2.342249,7.035793,2014,10,13,15,35,19,3,2014-10-13 15:35:19:03,
-5.106234,-15.722573,-9.848249,-7.386112,-17.511341,-0.479439,2.279879,1.788768,-9.368811,-5.780385,1.295126,1.284439,2014,10,13,15,35,19,506,2014-10-13 15:35:19:506,
1.757943,19.689466,9.544785,-7.386112,-17.511341,-0.479439,2.279879,1.788768,-9.368811,10.644928,-1.309445,-1.467139,2014,10,13,15,35,20,15,2014-10-13 15:35:20:15,
-10.047866,-19.536537,-8.268076,-14.962713,-17.193661,-0.111630,4.914847,-2.342876,-8.156446,-1.782698,-0.589260,2.708713,2014,10,13,15,35,20,517,2014-10-13 15:35:20:517,
-0.076016,19.689466,-9.118018,-8.242937,14.852430,-11.582250,8.166922,4.837036,2.464232,20.012611,4.625210,-6.337512,2014,10,13,15,35,21,32,2014-10-13 15:35:21:32,
3.350087,3.294571,-6.929718,0.669179,6.575525,1.914464,2.680907,-3.280954,-8.844181,-12.564483,1.550922,3.481045,2014,10,13,15,35,21,535,2014-10-13 15:35:21:535,
3.690063,-5.724387,-8.282441,-1.650802,-10.810419,-1.818845,2.680907,-3.280954,-8.844181,13.850879,-4.638265,-7.314344,2014,10,13,15,35,22,37,2014-10-13 15:35:22:37,
